进程名称,设备型号,运行日期,前台时长_秒,后台时长_秒,前台能耗_mAh,后台能耗_mAh,前台单位时间能耗_mAh每小时,后台单位时间能耗_mAh每小时,总单位时间能耗_mAh每小时,设备电量,异常分数,异常特征,分析结果
com.youku.phone,vivo X90,2025-05-21,5276,1167,1650,399,1125.85,1230.85,1144.87,21,-0.1092850331631735,前台运行时间过长(1.47小时)、前台能耗过高(1650mAh)、后台能耗过高(399mAh)、前台单位时间能耗过高(1125.85mAh/小时)、后台单位时间能耗过高(1230.85mAh/小时)、总单位时间能耗过高(1144.87mAh/小时)、设备电量较低(21%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo X90
系统版本：V12.1.0.0
运行时段：2025-05-21 20:42:52 至 2025-05-21 22:30:15

### 2. 运行时间异常分析
前台运行时长：87.9分钟
后台运行时长：19.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1650mAh
后台能耗：399mAh
前台单位时间能耗：1125.85mAh/小时
后台单位时间能耗：1230.85mAh/小时
总单位时间能耗：1144.87mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：21%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1093 (分数越低越异常)
检测到的异常特征：前台运行时间过长(1.47小时)、前台能耗过高(1650mAh)、后台能耗过高(399mAh)、前台单位时间能耗过高(1125.85mAh/小时)、后台单位时间能耗过高(1230.85mAh/小时)、总单位时间能耗过高(1144.87mAh/小时)、设备电量较低(21%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.qiyi.video,vivo X80,2025-05-16,22086,229,626,760,102.04,11947.6,223.6,38,-0.1101089383506211,前台运行时间过长(6.13小时)、前台能耗过高(626mAh)、后台能耗过高(760mAh)、后台单位时间能耗过高(11947.60mAh/小时)、总单位时间能耗过高(223.60mAh/小时)、设备电量较低(38%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.qiyi.video
设备型号：vivo X80
系统版本：V11.2.1.0
运行时段：2025-05-16 10:42:52 至 2025-05-16 16:54:47

### 2. 运行时间异常分析
前台运行时长：368.1分钟
后台运行时长：3.8分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：626mAh
后台能耗：760mAh
前台单位时间能耗：102.04mAh/小时
后台单位时间能耗：11947.60mAh/小时
总单位时间能耗：223.60mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：38%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1101 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.13小时)、前台能耗过高(626mAh)、后台能耗过高(760mAh)、后台单位时间能耗过高(11947.60mAh/小时)、总单位时间能耗过高(223.60mAh/小时)、设备电量较低(38%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.autonavi.minimap,vivo NEX 3S,2025-05-03,25285,1791,1604,336,228.37,675.38,257.94,30,-0.0563723872654918,前台运行时间过长(7.02小时)、前台能耗过高(1604mAh)、后台能耗过高(336mAh)、前台单位时间能耗过高(228.37mAh/小时)、后台单位时间能耗过高(675.38mAh/小时)、总单位时间能耗过高(257.94mAh/小时)、设备电量较低(30%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.autonavi.minimap
设备型号：vivo NEX 3S
系统版本：V12.1.0.0
运行时段：2025-05-03 20:41:52 至 2025-05-04 04:13:08

### 2. 运行时间异常分析
前台运行时长：421.4分钟
后台运行时长：29.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1604mAh
后台能耗：336mAh
前台单位时间能耗：228.37mAh/小时
后台单位时间能耗：675.38mAh/小时
总单位时间能耗：257.94mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：30%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0564 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.02小时)、前台能耗过高(1604mAh)、后台能耗过高(336mAh)、前台单位时间能耗过高(228.37mAh/小时)、后台单位时间能耗过高(675.38mAh/小时)、总单位时间能耗过高(257.94mAh/小时)、设备电量较低(30%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.youku.phone,vivo X80,2025-05-26,13376,948,1879,757,505.71,2874.68,662.5,23,-0.0632114857308131,前台运行时间过长(3.72小时)、前台能耗过高(1879mAh)、后台能耗过高(757mAh)、前台单位时间能耗过高(505.71mAh/小时)、后台单位时间能耗过高(2874.68mAh/小时)、总单位时间能耗过高(662.50mAh/小时)、设备电量较低(23%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo X80
系统版本：V11.2.1.0
运行时段：2025-05-26 08:17:52 至 2025-05-26 12:16:36

### 2. 运行时间异常分析
前台运行时长：222.9分钟
后台运行时长：15.8分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1879mAh
后台能耗：757mAh
前台单位时间能耗：505.71mAh/小时
后台单位时间能耗：2874.68mAh/小时
总单位时间能耗：662.50mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：23%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0632 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.72小时)、前台能耗过高(1879mAh)、后台能耗过高(757mAh)、前台单位时间能耗过高(505.71mAh/小时)、后台单位时间能耗过高(2874.68mAh/小时)、总单位时间能耗过高(662.50mAh/小时)、设备电量较低(23%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.youku.phone,vivo X90,2025-05-11,27866,90,1323,649,170.92,25960.0,253.94,17,-0.1305846417395858,前台运行时间过长(7.74小时)、前台能耗过高(1323mAh)、后台能耗过高(649mAh)、前台单位时间能耗过高(170.92mAh/小时)、后台单位时间能耗过高(25960.00mAh/小时)、总单位时间能耗过高(253.94mAh/小时)、设备电量较低(17%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo X90
系统版本：V13.1.2.0
运行时段：2025-05-11 10:10:52 至 2025-05-11 17:56:48

### 2. 运行时间异常分析
前台运行时长：464.4分钟
后台运行时长：1.5分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1323mAh
后台能耗：649mAh
前台单位时间能耗：170.92mAh/小时
后台单位时间能耗：25960.00mAh/小时
总单位时间能耗：253.94mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：17%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1306 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.74小时)、前台能耗过高(1323mAh)、后台能耗过高(649mAh)、前台单位时间能耗过高(170.92mAh/小时)、后台单位时间能耗过高(25960.00mAh/小时)、总单位时间能耗过高(253.94mAh/小时)、设备电量较低(17%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.sina.weibo,vivo S15,2025-05-25,21730,1196,1686,627,279.32,1887.29,363.2,19,-0.037765157746167,前台运行时间过长(6.04小时)、前台能耗过高(1686mAh)、后台能耗过高(627mAh)、前台单位时间能耗过高(279.32mAh/小时)、后台单位时间能耗过高(1887.29mAh/小时)、总单位时间能耗过高(363.20mAh/小时)、设备电量较低(19%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.sina.weibo
设备型号：vivo S15
系统版本：V12.5.3.0
运行时段：2025-05-25 09:56:52 至 2025-05-25 16:18:58

### 2. 运行时间异常分析
前台运行时长：362.2分钟
后台运行时长：19.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1686mAh
后台能耗：627mAh
前台单位时间能耗：279.32mAh/小时
后台单位时间能耗：1887.29mAh/小时
总单位时间能耗：363.20mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：19%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0378 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.04小时)、前台能耗过高(1686mAh)、后台能耗过高(627mAh)、前台单位时间能耗过高(279.32mAh/小时)、后台单位时间能耗过高(1887.29mAh/小时)、总单位时间能耗过高(363.20mAh/小时)、设备电量较低(19%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.dianping.v1,vivo Y76s,2025-06-02,10967,1101,1091,372,358.13,1216.35,436.43,34,-0.0085908698540853,前台运行时间过长(3.05小时)、前台能耗过高(1091mAh)、后台能耗过高(372mAh)、前台单位时间能耗过高(358.13mAh/小时)、后台单位时间能耗过高(1216.35mAh/小时)、总单位时间能耗过高(436.43mAh/小时)、设备电量较低(34%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.dianping.v1
设备型号：vivo Y76s
系统版本：V12.1.0.0
运行时段：2025-06-02 01:47:52 至 2025-06-02 05:09:00

### 2. 运行时间异常分析
前台运行时长：182.8分钟
后台运行时长：18.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1091mAh
后台能耗：372mAh
前台单位时间能耗：358.13mAh/小时
后台单位时间能耗：1216.35mAh/小时
总单位时间能耗：436.43mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：34%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0086 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.05小时)、前台能耗过高(1091mAh)、后台能耗过高(372mAh)、前台单位时间能耗过高(358.13mAh/小时)、后台单位时间能耗过高(1216.35mAh/小时)、总单位时间能耗过高(436.43mAh/小时)、设备电量较低(34%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.sina.weibo,vivo X80,2025-05-16,26393,703,746,632,101.75,3236.42,183.08,32,-0.06903857683577,前台运行时间过长(7.33小时)、前台能耗过高(746mAh)、后台能耗过高(632mAh)、后台单位时间能耗过高(3236.42mAh/小时)、设备电量较低(32%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.sina.weibo
设备型号：vivo X80
系统版本：V12.1.0.0
运行时段：2025-05-16 11:37:52 至 2025-05-16 19:09:28

### 2. 运行时间异常分析
前台运行时长：439.9分钟
后台运行时长：11.7分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：746mAh
后台能耗：632mAh
前台单位时间能耗：101.75mAh/小时
后台单位时间能耗：3236.42mAh/小时
总单位时间能耗：183.08mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。

### 4. 设备状态分析
设备电量：32%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0690 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.33小时)、前台能耗过高(746mAh)、后台能耗过高(632mAh)、后台单位时间能耗过高(3236.42mAh/小时)、设备电量较低(32%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议在低电量时限制高能耗操作
"
com.UCMobile,vivo X80,2025-05-20,11442,1013,1290,315,405.87,1119.45,463.91,17,-0.0146082230137555,前台运行时间过长(3.18小时)、前台能耗过高(1290mAh)、后台能耗过高(315mAh)、前台单位时间能耗过高(405.87mAh/小时)、后台单位时间能耗过高(1119.45mAh/小时)、总单位时间能耗过高(463.91mAh/小时)、设备电量较低(17%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.UCMobile
设备型号：vivo X80
系统版本：V11.2.1.0
运行时段：2025-05-20 23:24:52 至 2025-05-21 02:52:27

### 2. 运行时间异常分析
前台运行时长：190.7分钟
后台运行时长：16.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1290mAh
后台能耗：315mAh
前台单位时间能耗：405.87mAh/小时
后台单位时间能耗：1119.45mAh/小时
总单位时间能耗：463.91mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：17%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0146 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.18小时)、前台能耗过高(1290mAh)、后台能耗过高(315mAh)、前台单位时间能耗过高(405.87mAh/小时)、后台单位时间能耗过高(1119.45mAh/小时)、总单位时间能耗过高(463.91mAh/小时)、设备电量较低(17%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.android.phone,vivo iQOO 9,2025-05-28,14964,654,843,290,202.81,1596.33,261.16,36,-0.0116016716606252,前台运行时间过长(4.16小时)、前台能耗过高(843mAh)、后台能耗过高(290mAh)、前台单位时间能耗过高(202.81mAh/小时)、后台单位时间能耗过高(1596.33mAh/小时)、总单位时间能耗过高(261.16mAh/小时)、设备电量较低(36%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.phone
设备型号：vivo iQOO 9
系统版本：V13.0.1.0
运行时段：2025-05-28 22:18:52 至 2025-05-29 02:39:10

### 2. 运行时间异常分析
前台运行时长：249.4分钟
后台运行时长：10.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：843mAh
后台能耗：290mAh
前台单位时间能耗：202.81mAh/小时
后台单位时间能耗：1596.33mAh/小时
总单位时间能耗：261.16mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：36%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0116 (分数越低越异常)
检测到的异常特征：前台运行时间过长(4.16小时)、前台能耗过高(843mAh)、后台能耗过高(290mAh)、前台单位时间能耗过高(202.81mAh/小时)、后台单位时间能耗过高(1596.33mAh/小时)、总单位时间能耗过高(261.16mAh/小时)、设备电量较低(36%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.youku.phone,vivo NEX 3S,2025-05-13,14449,420,889,619,221.5,5305.71,365.11,32,-0.0478295733113485,前台运行时间过长(4.01小时)、前台能耗过高(889mAh)、后台能耗过高(619mAh)、前台单位时间能耗过高(221.50mAh/小时)、后台单位时间能耗过高(5305.71mAh/小时)、总单位时间能耗过高(365.11mAh/小时)、设备电量较低(32%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.youku.phone
设备型号：vivo NEX 3S
系统版本：V13.1.2.0
运行时段：2025-05-13 19:55:52 至 2025-05-14 00:03:41

### 2. 运行时间异常分析
前台运行时长：240.8分钟
后台运行时长：7.0分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：889mAh
后台能耗：619mAh
前台单位时间能耗：221.50mAh/小时
后台单位时间能耗：5305.71mAh/小时
总单位时间能耗：365.11mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：32%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0478 (分数越低越异常)
检测到的异常特征：前台运行时间过长(4.01小时)、前台能耗过高(889mAh)、后台能耗过高(619mAh)、前台单位时间能耗过高(221.50mAh/小时)、后台单位时间能耗过高(5305.71mAh/小时)、总单位时间能耗过高(365.11mAh/小时)、设备电量较低(32%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.qqlive,vivo X80,2025-05-10,14865,1655,1608,623,389.42,1355.17,486.17,34,-0.0463171584908121,前台运行时间过长(4.13小时)、前台能耗过高(1608mAh)、后台能耗过高(623mAh)、前台单位时间能耗过高(389.42mAh/小时)、后台单位时间能耗过高(1355.17mAh/小时)、总单位时间能耗过高(486.17mAh/小时)、设备电量较低(34%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.qqlive
设备型号：vivo X80
系统版本：V12.5.3.0
运行时段：2025-05-10 11:59:52 至 2025-05-10 16:35:12

### 2. 运行时间异常分析
前台运行时长：247.8分钟
后台运行时长：27.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1608mAh
后台能耗：623mAh
前台单位时间能耗：389.42mAh/小时
后台单位时间能耗：1355.17mAh/小时
总单位时间能耗：486.17mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：34%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0463 (分数越低越异常)
检测到的异常特征：前台运行时间过长(4.13小时)、前台能耗过高(1608mAh)、后台能耗过高(623mAh)、前台单位时间能耗过高(389.42mAh/小时)、后台单位时间能耗过高(1355.17mAh/小时)、总单位时间能耗过高(486.17mAh/小时)、设备电量较低(34%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.jingdong.app.mall,vivo NEX 3S,2025-05-27,11870,1245,1125,481,341.2,1390.84,440.84,23,-0.0057457671815828,前台运行时间过长(3.30小时)、前台能耗过高(1125mAh)、后台能耗过高(481mAh)、前台单位时间能耗过高(341.20mAh/小时)、后台单位时间能耗过高(1390.84mAh/小时)、总单位时间能耗过高(440.84mAh/小时)、设备电量较低(23%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.jingdong.app.mall
设备型号：vivo NEX 3S
系统版本：V13.1.2.0
运行时段：2025-05-27 13:14:52 至 2025-05-27 16:53:27

### 2. 运行时间异常分析
前台运行时长：197.8分钟
后台运行时长：20.8分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1125mAh
后台能耗：481mAh
前台单位时间能耗：341.20mAh/小时
后台单位时间能耗：1390.84mAh/小时
总单位时间能耗：440.84mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：23%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0057 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.30小时)、前台能耗过高(1125mAh)、后台能耗过高(481mAh)、前台单位时间能耗过高(341.20mAh/小时)、后台单位时间能耗过高(1390.84mAh/小时)、总单位时间能耗过高(440.84mAh/小时)、设备电量较低(23%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.netease.cloudmusic,vivo S15,2025-05-06,24387,1195,1688,272,249.18,819.41,275.82,25,-0.0556027453358682,前台运行时间过长(6.77小时)、前台能耗过高(1688mAh)、后台能耗过高(272mAh)、前台单位时间能耗过高(249.18mAh/小时)、后台单位时间能耗过高(819.41mAh/小时)、总单位时间能耗过高(275.82mAh/小时)、设备电量较低(25%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.netease.cloudmusic
设备型号：vivo S15
系统版本：V12.5.3.0
运行时段：2025-05-06 05:35:52 至 2025-05-06 12:42:14

### 2. 运行时间异常分析
前台运行时长：406.4分钟
后台运行时长：19.9分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1688mAh
后台能耗：272mAh
前台单位时间能耗：249.18mAh/小时
后台单位时间能耗：819.41mAh/小时
总单位时间能耗：275.82mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：25%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0556 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.77小时)、前台能耗过高(1688mAh)、后台能耗过高(272mAh)、前台单位时间能耗过高(249.18mAh/小时)、后台单位时间能耗过高(819.41mAh/小时)、总单位时间能耗过高(275.82mAh/小时)、设备电量较低(25%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
